"Scientific_Name","Authority","Common_Name","Wind_Author_Year","Mortality_percent","Damaged_ALL_percent","Root_Fail_percent","Stem_Fail_percent","Limb_Fail_percent","IBT_Year","IBTRaCS","SID","Notes","Total_Tree_Quantity","LCVP_GlobalID","LCVP_Taxon","Genus","Family","Order","Tropical_Cyclone_Basin","Lat","Long","MeanWoodDensity.gcm3","SDWoodDensity.gm3","MeanPlantHeight.m","SDHeight.m","HeightType","LMA.gm2","LeafType","AngioGymno","Palm","Monocot","Wind_resistance_rating","PlantType","YearSincePrevTC_50km","YearSincePrevTC_100km","ECO_NAME","Biome_Name","Realm_Name","TraitSourceID","LCVP_short","LCVP_shorter","Wind_rating_short"
"Juniperus chinensis","L.","","Nakamura 2021",NA,NA,9,NA,NA,2018,"JEBI","2018239N11161","",NA,672693,"Juniperus chinensis L. ","Juniperus","Cupressaceae","Pinales","Northwest Pacific",34.54879376,135.506307,0.5186745,0.00802495485968609,15.2,6.57267069006199,"NR",NA,"Evergreen","Gymnosperm","No","No",NA,"Tree (gymno)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_012; TRY_2001; TRY_2007; TRY_2003; TRY_4001; TRY_4008; TRY_4041; TRY_4043; TRY_4046; TRY_4006","Juniperus chinensis","J. chinensis",NA
"Metasequoia glyptostroboides","Hu et W.C. Cheng","","Nakamura 2021",NA,NA,NA,40,NA,2018,"JEBI","2018239N11161","",NA,788590,"Metasequoia glyptostroboides Hu & W.C.Cheng ","Metasequoia","Cupressaceae","Pinales","Northwest Pacific",34.54879376,135.506307,0.26,NA,33.75,2.5,"NR",NA,"Semi/Deciduous","Gymnosperm","No","No",NA,"Tree (gymno)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2003; TRY_4001; TRY_4006; TRY_4011; TRY_4041; TRY_4046","Metasequoia glyptostroboides","M. glyptostroboides",NA
"Platycladus orientalis","(L.) Franco","","Nakamura 2021",NA,NA,33,NA,NA,2018,"JEBI","2018239N11161","",NA,961267,"Platycladus orientalis (L.) Franco ","Platycladus","Cupressaceae","Pinales","Northwest Pacific",34.54879376,135.506307,0.5182575,0.0137873009565566,15,5.77350269189626,"NR",167.169920902748,"Evergreen","Gymnosperm","No","No",NA,"Tree (gymno)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_012; TRY_2001; TRY_2003; TRY_2010; TRY_3044; TRY_3010; TRY_3061; TRY_3077; TRY_4001; TRY_4006; TRY_4007; TRY_4009; TRY_4011; TRY_4028; TRY_4033; TRY_4008; TRY_4037; TRY_4039; TRY_4041; TRY_4043; TRY_4046","Platycladus orientalis","P. orientalis",NA
"Sequoia sempervirens","(D. Don) Endl.","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,1141115,"Sequoia sempervirens (D.Don) Endl. ","Sequoia","Cupressaceae","Pinales","Northwest Pacific",34.54879376,135.506307,0.34,NA,99.6,12.5586623491517,"NR",222.740284789781,"Evergreen","Gymnosperm","No","No",NA,"Tree (gymno)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3006; TRY_3051; TRY_3061; TRY_3010; TRY_4001; TRY_4006; TRY_4010; TRY_4011; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4041; TRY_4046","Sequoia sempervirens","S. sempervirens",NA
"Taxodium distichum","(L.) Rich.","","Nakamura 2021",NA,NA,4,NA,NA,2018,"JEBI","2018239N11161","",NA,1218000,"Taxodium distichum (L.) Rich. ","Taxodium","Cupressaceae","Pinales","Northwest Pacific",34.54879376,135.506307,0.42,NA,37.302,9.92146858630772,"NR",92.9265822655428,"Semi/Deciduous","Gymnosperm","No","No","HIGHEST","Tree (gymno)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2004; TRY_2001; TRY_2005; TRY_2003; TRY_3030; TRY_3052; TRY_3061; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4010; TRY_4011; TRY_4021; TRY_4025; TRY_4026; TRY_4034; TRY_4038; TRY_4039; TRY_4041; TRY_4046","Taxodium distichum","T. distichum","H"
"Cinnamomum camphora","(L.) J. Presl","","Nakamura 2021",NA,7,1,6,NA,2018,"JEBI","2018239N11161","",NA,288313,"Cinnamomum camphora (L.) J.Presl ","Cinnamomum","Lauraceae","Laurales","Northwest Pacific",34.54879376,135.506307,0.52,NA,21.6666666666667,7.63762615825973,"NR",84.5060996860428,"Evergreen","Angiosperm","No","No","MEDIUM LOW","Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2005; TRY_2003; TRY_3019; TRY_3044; TRY_3045; TRY_3075; TRY_3077; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4013; TRY_4030; TRY_4033; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4042; TRY_4043; TRY_4046; TRY_4047","Cinnamomum camphora","C. camphora","ML"
"Litsea japonica","(Thunb.) Juss.","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,726725,"Litsea japonica (Thunb.) Juss. ","Litsea","Lauraceae","Laurales","Northwest Pacific",34.54879376,135.506307,NA,NA,NA,NA,NA,176.30000000036,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","TRY_3075; TRY_3010; TRY_4037; TRY_4042","Litsea japonica","L. japonica",NA
"Machilus thunbergii","Siebold et Zucc.","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,748875,"Machilus thunbergii Siebold & Zucc. ","Machilus","Lauraceae","Laurales","Northwest Pacific",34.54879376,135.506307,0.65,NA,20,0,"NR",124.317941836114,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2007; TRY_2003; TRY_3016; TRY_3030; TRY_3044; TRY_3052; TRY_3061; TRY_3075; TRY_3077; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4021; TRY_4026; TRY_4030; TRY_4033; TRY_4037; TRY_4038; TRY_4039; TRY_4042; TRY_4043","Machilus thunbergii","M. thunbergii",NA
"Liriodendron tulipifera","L.","","Nakamura 2021",NA,NA,10,NA,NA,2018,"JEBI","2018239N11161","",NA,723836,"Liriodendron tulipifera L. ","Liriodendron","Magnoliaceae","Magnoliales","Northwest Pacific",34.54879376,135.506307,0.42,NA,60,NA,"max",51.9163897686434,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; MOL_076; MOL_185; MOL_231; MOL_252; MOL_367; TRY_3021; TRY_3022; TRY_3030; TRY_3035; TRY_3038; TRY_3050; TRY_3052; TRY_3061; TRY_3063; TRY_3074; TRY_3079; TRY_3080; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4015; TRY_4021; TRY_4025; TRY_4026; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4046; TRY_4047; TRY_4050","Liriodendron tulipifera","L. tulipifera","L"
"Magnolia denudata","Desr.","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,751804,"Magnolia denudata Desr. ","Magnolia","Magnoliaceae","Magnoliales","Northwest Pacific",34.54879376,135.506307,0.44,NA,18.3333333333333,2.88675134594813,"NR",34.1600027328005,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_011; TRY_2001; TRY_2003; TRY_3050; TRY_3077; TRY_4001; TRY_4006; TRY_4008; TRY_4037; TRY_4038; TRY_4046","Magnolia denudata","M. denudata",NA
"Magnolia figo","(Lour.) DC.","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,751859,"Magnolia figo (Lour.) DC. ","Magnolia","Magnoliaceae","Magnoliales","Northwest Pacific",34.54879376,135.506307,0.475615694,0.0763845698945157,7.66666666666667,6.42910050732864,"NR",58.8026756158234,NA,"Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","TRY_1004; TRY_2001; TRY_3010","Magnolia figo","M. figo",NA
"Magnolia grandiflora","L.","","Nakamura 2021",NA,NA,NA,7,NA,2018,"JEBI","2018239N11161","",NA,751927,"Magnolia grandiflora (L.) L. ","Magnolia","Magnoliaceae","Magnoliales","Northwest Pacific",34.54879376,135.506307,0.46,NA,29.08,5.08236165576595,"NR",122.304143181041,"Evergreen","Angiosperm","No","No","HIGHEST","Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2004; TRY_2003; TRY_3003; TRY_3016; TRY_3021; TRY_3030; TRY_3038; TRY_3041; TRY_3045; TRY_3074; TRY_3075; TRY_3079; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4011; TRY_4014; TRY_4021; TRY_4008; TRY_4037; TRY_4038; TRY_4040; TRY_4042; TRY_4046","Magnolia grandiflora","M. grandiflora","H"
"Platanus x acerifolia","(Aiton) Willd.","","Nakamura 2021",NA,NA,NA,10,NA,2018,"JEBI","2018239N11161","",NA,960917,"Platanus hispanica_x Mill. ex Münchh. ","Platanus","Platanaceae","Proteales","Northwest Pacific",34.54879376,135.506307,0.5,NA,36,4.18330013267038,"NR",NA,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2003; TRY_2006; TRY_4006; TRY_4007; TRY_4008; TRY_4011; TRY_4027; TRY_4037","Platanus hispanica_x","P. hispanica_x",NA
"Liquidambar formosana","Hance","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,723765,"Liquidambar formosana Hance ","Liquidambar","Altingiaceae","Saxifragales","Northwest Pacific",34.54879376,135.506307,0.488814166666667,0.0304416243614999,25.75,5.67890834580027,"NR",55.5819015350146,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_012; ZAN_042; ZAN_054; TRY_2001; TRY_2007; TRY_2003; TRY_3019; TRY_3044; TRY_3045; TRY_3077; TRY_3010; TRY_4006; TRY_4009; TRY_4013; TRY_4028; TRY_4030; TRY_4033; TRY_4008; TRY_4037; TRY_4038; TRY_4043; TRY_4046; TRY_4047","Liquidambar formosana","L. formosana",NA
"Liquidambar styraciflua","L.","","Nakamura 2021",NA,NA,NA,29,NA,2018,"JEBI","2018239N11161","",NA,723781,"Liquidambar styraciflua L. ","Liquidambar","Altingiaceae","Saxifragales","Northwest Pacific",34.54879376,135.506307,0.46,NA,38.2856,9.87977696914257,"NR",64.3996632288556,"Semi/Deciduous","Angiosperm","No","No","MEDIUM HIGH","Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2004; TRY_2002; TRY_2003; TRY_3003; TRY_3016; TRY_3030; TRY_3035; TRY_3045; TRY_3047; TRY_3058; TRY_3061; TRY_3079; TRY_3010; TRY_4001; TRY_4005; TRY_4006; TRY_4009; TRY_4011; TRY_4021; TRY_4025; TRY_4034; TRY_4008; TRY_4037; TRY_4038; TRY_4039; TRY_4044; TRY_4046; TRY_4047; TRY_4048; TRY_4050","Liquidambar styraciflua","L. styraciflua","MH"
"Daphniphyllum teijsmannii","Zoll. Ex Kurz","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,380925,"Daphniphyllum teijsmannii Kurz ex Teijsm. & Binn. ","Daphniphyllum","Daphniphyllaceae","Saxifragales","Northwest Pacific",34.54879376,135.506307,NA,NA,11,1.27279220613579,"NR",135.10000000008,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","TRY_2008; TRY_3075; TRY_3010; TRY_4014; TRY_4037; TRY_4042; TRY_4006","Daphniphyllum teijsmannii","D. teijsmannii",NA
"Triadica sebifera","(L.) Small","","Nakamura 2021",NA,9,2,7,NA,2018,"JEBI","2018239N11161","",NA,1249983,"Triadica sebifera (L.) Small ","Triadica","Euphorbiaceae","Malpighiales","Northwest Pacific",34.54879376,135.506307,0.47296325,0.0301617598002835,12.7883333333333,2.52800646096221,"NR",50.8479821816941,"Semi/Deciduous","Angiosperm","No","No","LOWEST","Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_012; ZAN_021; ZAN_046; TRY_2001; TRY_2005; TRY_2003; TRY_3003; TRY_3010; TRY_4006; TRY_4028; TRY_4034; TRY_4008; TRY_4047","Triadica sebifera","T. sebifera","L"
"Bischofia javanica","Blume","","Nakamura 2021",NA,NA,NA,100,NA,2018,"JEBI","2018239N11161","",NA,170346,"Bischofia javanica Blume ","Bischofia","Phyllanthaceae","Malpighiales","Northwest Pacific",34.54879376,135.506307,0.595887454545455,0.0510825318114982,18.7,NA,"max",86.8317784256071,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_017; ZAN_012; ZAN_021; ZAN_042; ZAN_128; ZAN_044; ZAN_023; ZAN_065; ZAN_092; ZAN_054; MOL_208; TRY_3016; TRY_3018; TRY_3052; TRY_3061; TRY_3010; TRY_4006; TRY_4009; TRY_4037; TRY_4038; TRY_4039","Bischofia javanica","B. javanica",NA
"Populus x canadensis","Moench","","Nakamura 2021",NA,NA,11,NA,NA,2018,"JEBI","2018239N11161","",NA,990261,"Populus canadensis_x Moench ","Populus","Salicaceae","Malpighiales","Northwest Pacific",34.54879376,135.506307,0.374446,0.0225170768085025,33.75,7.5,"NR",57.1584665334665,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_011; ZAN_012; TRY_2003; TRY_2006; TRY_3058; TRY_4001; TRY_4007; TRY_4008; TRY_4011; TRY_4006; TRY_4025; TRY_4028; TRY_4041; TRY_4046","Populus canadensis_x","P. canadensis_x",NA
"Albizia julibrissin","Durazz.","","Nakamura 2021",NA,NA,NA,100,NA,2018,"JEBI","2018239N11161","",NA,42148,"Albizia julibrissin Durazz. ","Albizia","Fabaceae","Fabales","Northwest Pacific",34.54879376,135.506307,0.53,NA,13.524,5.46743815694334,"NR",53.7504664458911,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2004; TRY_2001; TRY_2003; TRY_3038; TRY_4001; TRY_4006; TRY_4009; TRY_4011; TRY_4028; TRY_4030; TRY_4034; TRY_4008; TRY_4037; TRY_4046","Albizia julibrissin","A. julibrissin",NA
"Robinia pseudoacacia","L.","","Nakamura 2021",NA,38,14,24,NA,2018,"JEBI","2018239N11161","",NA,1059924,"Robinia pseudoacacia L. ","Robinia","Fabaceae","Fabales","Northwest Pacific",34.54879376,135.506307,0.77,NA,35,NA,"max",49.4820569824799,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; MOL_231; MOL_252; TRY_3001; TRY_3005; TRY_3007; TRY_3016; TRY_3021; TRY_3030; TRY_3035; TRY_3044; TRY_3050; TRY_3052; TRY_3061; TRY_3063; TRY_3074; TRY_3077; TRY_3079; TRY_3010; TRY_3081; TRY_4001; TRY_4005; TRY_4006; TRY_4007; TRY_4008; TRY_4009; TRY_4010; TRY_4011; TRY_4013; TRY_4014; TRY_4021; TRY_4025; TRY_4026; TRY_4028; TRY_4029; TRY_4030; TRY_4033; TRY_4034; TRY_4037; TRY_4038; TRY_4039; TRY_4040; TRY_4041; TRY_4043; TRY_4046; TRY_4047","Robinia pseudoacacia","R. pseudoacacia",NA
"Styphnolobium japonicum","(L.) Schott","","Nakamura 2021",NA,36,29,7,NA,2018,"JEBI","2018239N11161","",NA,1200070,"Styphnolobium japonicum (L.) Schott ","Styphnolobium","Fabaceae","Fabales","Northwest Pacific",34.54879376,135.506307,0.74,NA,23.8333333333333,4.26223728418147,"NR",90.9090909090909,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2005; TRY_2003; TRY_3050; TRY_4001; TRY_4006; TRY_4009; TRY_4013; TRY_4028; TRY_4030; TRY_4034; TRY_4008","Styphnolobium japonicum","S. japonicum",NA
"Castanopsis sieboldii","(Makino) Hatus. ex T. Yamaz. et Mashiba","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,247526,"Castanopsis sieboldii (Makino) Hatus. ","Castanopsis","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,NA,NA,NA,NA,NA,132.914318150689,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","TRY_3030; TRY_3052; TRY_3061; TRY_3075; TRY_3010; TRY_4001; TRY_4006; TRY_4013; TRY_4021; TRY_4026; TRY_4036; TRY_4037; TRY_4038; TRY_4039; TRY_4042","Castanopsis sieboldii","C. sieboldii",NA
"Quercus acutissima","Carruth.","","Nakamura 2021",NA,9,2,7,NA,2018,"JEBI","2018239N11161","",NA,1028615,"Quercus acutissima Carruth. ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,0.85,NA,25,8.66025403784439,"NR",89.7274500731703,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2003; TRY_3038; TRY_3044; TRY_3010; TRY_3061; TRY_3077; TRY_3101; TRY_4001; TRY_4006; TRY_4009; TRY_4011; TRY_4028; TRY_4030; TRY_4033; TRY_4008; TRY_4043; TRY_4046; TRY_4051","Quercus acutissima","Q. acutissima",NA
"Quercus aliena","Blume","","Nakamura 2021",NA,34,7,27,NA,2018,"JEBI","2018239N11161","",NA,1028711,"Quercus aliena Blume ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,0.687429,0.0648594552937349,24,4.18330013267038,"NR",76.3008613170339,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","ZAN_012; TRY_2001; TRY_2007; TRY_2003; TRY_3016; TRY_3044; TRY_3010; TRY_3077; TRY_4001; TRY_4006; TRY_4030; TRY_4033; TRY_4008; TRY_4043; TRY_4046; TRY_4047","Quercus aliena","Q. aliena",NA
"Quercus glauca","Thunb.","","Nakamura 2021",NA,NA,NA,3,NA,2018,"JEBI","2018239N11161","",NA,1030172,"Quercus glauca Thunb. ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,0.96,NA,20.5,6.13731754650732,"NR",86.5484939073627,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2007; TRY_2003; TRY_3019; TRY_3044; TRY_3045; TRY_3076; TRY_3077; TRY_3010; TRY_4001; TRY_4006; TRY_4009; TRY_4013; TRY_4014; TRY_4028; TRY_4030; TRY_4033; TRY_4008; TRY_4037; TRY_4038; TRY_4042; TRY_4043; TRY_4046","Quercus glauca","Q. glauca",NA
"Quercus myrsinifolia","Blume","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,1031336,"Quercus myrsinifolia Blume ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,0.83,NA,20,0,"NR",79.5235508818927,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_3016; TRY_3019; TRY_3030; TRY_3045; TRY_3052; TRY_3061; TRY_3075; TRY_3076; TRY_3010; TRY_3101; TRY_4006; TRY_4009; TRY_4013; TRY_4014; TRY_4021; TRY_4026; TRY_4030; TRY_4036; TRY_4037; TRY_4038; TRY_4039; TRY_4042; TRY_4051","Quercus myrsinifolia","Q. myrsinifolia",NA
"Quercus phillyreoides","A. Gray","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,1031747,"Quercus phillyreoides A.Gray ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,0.99,NA,10,0,"NR",165.534676636873,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2003; TRY_3075; TRY_3010; TRY_3101; TRY_4006; TRY_4008; TRY_4037; TRY_4042; TRY_4051","Quercus phillyreoides","Q. phillyreoides",NA
"Quercus phillyreoides","A. Gray","","Nakamura 2021",NA,NA,NA,33,NA,2018,"JEBI","2018239N11161","",NA,1031747,"Quercus phillyreoides A.Gray ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,NA,NA,10,0,"NR",165.534676636873,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","TRY_2001; TRY_2003; TRY_3075; TRY_3010; TRY_3101; TRY_4006; TRY_4008; TRY_4037; TRY_4042; TRY_4051","Quercus phillyreoides","Q. phillyreoides",NA
"Quercus serrata","Murray","","Nakamura 2021",NA,NA,NA,10,NA,2018,"JEBI","2018239N11161","",NA,1032374,"Quercus serrata Murray ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,0.76,NA,20.4,6.38748776906852,"NR",76.1177936472188,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2003; TRY_3028; TRY_3044; TRY_3075; TRY_3077; TRY_3010; TRY_3101; TRY_4001; TRY_4006; TRY_4030; TRY_4033; TRY_4008; TRY_4037; TRY_4042; TRY_4043; TRY_4046; TRY_4051","Quercus serrata","Q. serrata",NA
"Quercus variabilis","Blume","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,1033025,"Quercus variabilis Blume ","Quercus","Fagaceae","Fagales","Northwest Pacific",34.54879376,135.506307,0.98,NA,28.75,2.5,"NR",68.7614287295206,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2003; TRY_3050; TRY_3077; TRY_3101; TRY_4001; TRY_4006; TRY_4030; TRY_4008; TRY_4037; TRY_4038; TRY_4043; TRY_4046; TRY_4051","Quercus variabilis","Q. variabilis",NA
"Aphananthe aspera","(Thunb.) Planch.","","Nakamura 2021",NA,2,1,1,NA,2018,"JEBI","2018239N11161","",NA,88597,"Aphananthe aspera (Thunb.) Planch. ","Aphananthe","Cannabaceae","Rosales","Northwest Pacific",34.54879376,135.506307,0.67,NA,20,0,"NR",31.8453623243154,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2003; TRY_3044; TRY_3050; TRY_3077; TRY_4006; TRY_4030; TRY_4033; TRY_4008; TRY_4037; TRY_4038; TRY_4043","Aphananthe aspera","A. aspera",NA
"Celtis sinensis","Pers.","","Nakamura 2021",NA,NA,NA,2,NA,2018,"JEBI","2018239N11161","",NA,253784,"Celtis sinensis Pers. ","Celtis","Cannabaceae","Rosales","Northwest Pacific",34.54879376,135.506307,0.62,NA,17.2857142857143,2.87020822207993,"NR",48.4854032374959,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2007; TRY_2003; TRY_3044; TRY_3050; TRY_3077; TRY_4006; TRY_4009; TRY_4028; TRY_4033; TRY_4008; TRY_4037; TRY_4038; TRY_4043; TRY_4046; TRY_4047","Celtis sinensis","C. sinensis",NA
"Cerasus jamasakura","(Siebold ex Koidz.) H. Ohba","","Nakamura 2021",NA,NA,NA,10,NA,2018,"JEBI","2018239N11161","",NA,1006684,"Prunus jamasakura Siebold ex Koidz. ","Prunus","Rosaceae","Rosales","Northwest Pacific",34.54879376,135.506307,0.62,NA,NA,NA,NA,93.1999999995898,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_3075; TRY_3010; TRY_4042; TRY_4006","Prunus jamasakura","P. jamasakura",NA
"Cerasus speciosa","(Koidz.) H. Ohba","","Nakamura 2021",NA,NA,NA,NA,NA,2018,"JEBI","2018239N11161","",NA,1007555,"Prunus speciosa (Koidz.) Ingram ","Prunus","Rosaceae","Rosales","Northwest Pacific",34.54879376,135.506307,NA,NA,NA,NA,NA,NA,"Semi/Deciduous","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","TRY_4006","Prunus speciosa","P. speciosa",NA
"Photinia glabra","(Thunb.) Maxim.","","Nakamura 2021",NA,NA,8,NA,NA,2018,"JEBI","2018239N11161","",NA,932126,"Photinia glabra (Thunb.) Maxim. ","Photinia","Rosaceae","Rosales","Northwest Pacific",34.54879376,135.506307,0.98,NA,9,1.73205080756888,"NR",99.3765453772158,"Evergreen","Angiosperm","No","No",NA,"Tree (angio)",1,1,"Taiheiyo evergreen forests","Temperate Broadleaf & Mixed Forests","Paleartic","Wood density from original paper; TRY_2001; TRY_2007; TRY_3019; TRY_3044; TRY_3045; TRY_3077; TRY_4009; TRY_4013; TRY_4006; TRY_4033; TRY_4043","Photinia glabra","P. glabra",NA
